epoch, loss(train), loss(val)
140, 0.077383, 0.078639
141, 0.077383, 0.078639
142, 0.077383, 0.078639
143, 0.077383, 0.078639
144, 0.077383, 0.078639
145, 0.077383, 0.078639
146, 0.077383, 0.078640
147, 0.077383, 0.078639
148, 0.077383, 0.078639
149, 0.077383, 0.078639
150, 0.077383, 0.078639
151, 0.077383, 0.078639
152, 0.077383, 0.078639
153, 0.077383, 0.078639
154, 0.077382, 0.078639
155, 0.077382, 0.078639
156, 0.077382, 0.078639
157, 0.077382, 0.078639
158, 0.077382, 0.078639
159, 0.077382, 0.078639
160, 0.077382, 0.078639
161, 0.077382, 0.078639
162, 0.077382, 0.078639
163, 0.077382, 0.078639
164, 0.077382, 0.078639
165, 0.077382, 0.078639
166, 0.077382, 0.078639
167, 0.077382, 0.078639
168, 0.077382, 0.078639
169, 0.077382, 0.078639
170, 0.077382, 0.078639
171, 0.077382, 0.078639
172, 0.077382, 0.078639
173, 0.077382, 0.078639
174, 0.077382, 0.078639
175, 0.077382, 0.078639
176, 0.077382, 0.078639
177, 0.077382, 0.078639
178, 0.077382, 0.078639
179, 0.077382, 0.078639
180, 0.077382, 0.078639
181, 0.077382, 0.078639
182, 0.077382, 0.078639
183, 0.077382, 0.078639
184, 0.077382, 0.078639
185, 0.077382, 0.078639
186, 0.077382, 0.078639
187, 0.077382, 0.078639
188, 0.077382, 0.078639
189, 0.077382, 0.078639
190, 0.077382, 0.078639
191, 0.077382, 0.078639
192, 0.077382, 0.078639
193, 0.077382, 0.078639
194, 0.077382, 0.078639
195, 0.077382, 0.078639
196, 0.077382, 0.078639
197, 0.077382, 0.078639
198, 0.077382, 0.078639
199, 0.077382, 0.078639
200, 0.077382, 0.078639
201, 0.077382, 0.078639
202, 0.077382, 0.078639
203, 0.077382, 0.078639
204, 0.077382, 0.078639
205, 0.077382, 0.078639
206, 0.077382, 0.078639
207, 0.077382, 0.078639
208, 0.077382, 0.078639
209, 0.077382, 0.078639
210, 0.077382, 0.078639
211, 0.077382, 0.078639
212, 0.077382, 0.078639
213, 0.077382, 0.078639
214, 0.077382, 0.078639
215, 0.077382, 0.078639
216, 0.077382, 0.078639
217, 0.077382, 0.078639
218, 0.077382, 0.078639
219, 0.077382, 0.078639
220, 0.077382, 0.078639
221, 0.077382, 0.078639
222, 0.077382, 0.078639
223, 0.077382, 0.078639
224, 0.077382, 0.078639
225, 0.077382, 0.078639
226, 0.077382, 0.078639
227, 0.077382, 0.078639
228, 0.077382, 0.078639
229, 0.077382, 0.078639
230, 0.077382, 0.078639
231, 0.077382, 0.078639
232, 0.077382, 0.078639
233, 0.077382, 0.078639
234, 0.077382, 0.078639
235, 0.077382, 0.078639
236, 0.077382, 0.078639
237, 0.077382, 0.078639
238, 0.077382, 0.078639
239, 0.077382, 0.078639
240, 0.077382, 0.078639
241, 0.077382, 0.078639
242, 0.077382, 0.078639
243, 0.077382, 0.078639
244, 0.077382, 0.078639
245, 0.077382, 0.078639
246, 0.077382, 0.078639
247, 0.077382, 0.078639
248, 0.077382, 0.078639
249, 0.077382, 0.078639
250, 0.077382, 0.078639
251, 0.077382, 0.078639
252, 0.077382, 0.078639
253, 0.077382, 0.078639
254, 0.077382, 0.078639
255, 0.077382, 0.078639
256, 0.077382, 0.078639
257, 0.077382, 0.078639
258, 0.077382, 0.078639
259, 0.077382, 0.078639
260, 0.077382, 0.078639
261, 0.077382, 0.078639
262, 0.077382, 0.078639
263, 0.077382, 0.078639
264, 0.077382, 0.078639
265, 0.077382, 0.078639
266, 0.077382, 0.078639
267, 0.077382, 0.078639
268, 0.077382, 0.078639
269, 0.077382, 0.078639
270, 0.077382, 0.078639
271, 0.077382, 0.078639
272, 0.077382, 0.078639
273, 0.077382, 0.078639
274, 0.077382, 0.078639
275, 0.077382, 0.078639
276, 0.077382, 0.078639
277, 0.077382, 0.078639
278, 0.077382, 0.078639
279, 0.077382, 0.078639
280, 0.077382, 0.078639
281, 0.077382, 0.078639
282, 0.077382, 0.078639
1, 0.107054, 0.109363
2, 0.095789, 0.097876
3, 0.090508, 0.092148
4, 0.087590, 0.088927
5, 0.085521, 0.086741
6, 0.084280, 0.085431
7, 0.083406, 0.084504
8, 0.082772, 0.083805
9, 0.082204, 0.083247
10, 0.081678, 0.082771
11, 0.081268, 0.082301
12, 0.080904, 0.081968
13, 0.080724, 0.081766
14, 0.080442, 0.081502
15, 0.080174, 0.081228
16, 0.079994, 0.081023
17, 0.079753, 0.080801
18, 0.079578, 0.080634
19, 0.079432, 0.080512
20, 0.079271, 0.080309
21, 0.079122, 0.080194
22, 0.079044, 0.080105
23, 0.078923, 0.079973
24, 0.078793, 0.079894
25, 0.078695, 0.079780
26, 0.078608, 0.079694
27, 0.078494, 0.079601
28, 0.078417, 0.079530
29, 0.078361, 0.079450
30, 0.078333, 0.079394
31, 0.078235, 0.079327
32, 0.078153, 0.079252
33, 0.078107, 0.079232
34, 0.078064, 0.079163
35, 0.078004, 0.079139
36, 0.077960, 0.079076
37, 0.077932, 0.079059
38, 0.077874, 0.079005
39, 0.077841, 0.078978
40, 0.077795, 0.078931
41, 0.077764, 0.078925
42, 0.077733, 0.078916
43, 0.077707, 0.078873
44, 0.077685, 0.078852
45, 0.077660, 0.078848
46, 0.077632, 0.078837
47, 0.077619, 0.078815
48, 0.077599, 0.078788
49, 0.077581, 0.078782
50, 0.077557, 0.078758
51, 0.077544, 0.078751
52, 0.077522, 0.078734
53, 0.077510, 0.078726
54, 0.077499, 0.078728
55, 0.077487, 0.078702
56, 0.077474, 0.078712
57, 0.077465, 0.078715
58, 0.077457, 0.078715
59, 0.077445, 0.078696
60, 0.077437, 0.078695
61, 0.077429, 0.078679
62, 0.077426, 0.078690
63, 0.077418, 0.078677
64, 0.077412, 0.078690
65, 0.077403, 0.078668
66, 0.077400, 0.078670
67, 0.077396, 0.078664
68, 0.077391, 0.078665
69, 0.077385, 0.078659
70, 0.077380, 0.078658
71, 0.077376, 0.078658
72, 0.077374, 0.078661
73, 0.077371, 0.078655
74, 0.077368, 0.078656
75, 0.077364, 0.078651
76, 0.077361, 0.078648
77, 0.077359, 0.078647
78, 0.077356, 0.078647
79, 0.077351, 0.078638
80, 0.077349, 0.078634
81, 0.077346, 0.078634
82, 0.077344, 0.078633
83, 0.077345, 0.078639
84, 0.077343, 0.078638
85, 0.077342, 0.078642
86, 0.077339, 0.078636
87, 0.077338, 0.078637
88, 0.077337, 0.078637
89, 0.077335, 0.078632
90, 0.077334, 0.078630
91, 0.077332, 0.078628
92, 0.077331, 0.078627
93, 0.077330, 0.078627
94, 0.077328, 0.078623
95, 0.077327, 0.078619
96, 0.077327, 0.078623
97, 0.077327, 0.078625
98, 0.077326, 0.078626
99, 0.077326, 0.078625
100, 0.077325, 0.078622
101, 0.077324, 0.078623
102, 0.077324, 0.078622
103, 0.077323, 0.078622
104, 0.077323, 0.078622
105, 0.077322, 0.078622
106, 0.077321, 0.078619
107, 0.077320, 0.078616
108, 0.077319, 0.078615
109, 0.077319, 0.078616
110, 0.077319, 0.078615
111, 0.077318, 0.078614
112, 0.077319, 0.078616
113, 0.077318, 0.078615
114, 0.077318, 0.078617
115, 0.077319, 0.078618
116, 0.077319, 0.078618
117, 0.077318, 0.078617
118, 0.077318, 0.078617
119, 0.077318, 0.078617
120, 0.077317, 0.078616
121, 0.077317, 0.078617
122, 0.077317, 0.078618
123, 0.077318, 0.078618
124, 0.077318, 0.078619
125, 0.077317, 0.078619
126, 0.077317, 0.078619
127, 0.077317, 0.078618
128, 0.077317, 0.078618
129, 0.077317, 0.078618
130, 0.077317, 0.078618
131, 0.077317, 0.078618
132, 0.077317, 0.078617
133, 0.077317, 0.078617
134, 0.077316, 0.078617
135, 0.077316, 0.078617
136, 0.077316, 0.078617
137, 0.077316, 0.078616
138, 0.077316, 0.078616
139, 0.077316, 0.078616
140, 0.077316, 0.078616
141, 0.077316, 0.078616
142, 0.077316, 0.078615
143, 0.077316, 0.078615
144, 0.077316, 0.078615
145, 0.077316, 0.078615
146, 0.077316, 0.078615
147, 0.077316, 0.078615
148, 0.077316, 0.078615
149, 0.077316, 0.078615
150, 0.077316, 0.078615
151, 0.077315, 0.078615
152, 0.077315, 0.078615
153, 0.077315, 0.078615
154, 0.077315, 0.078615
155, 0.077315, 0.078615
156, 0.077315, 0.078615
157, 0.077315, 0.078615
158, 0.077315, 0.078615
159, 0.077315, 0.078615
1, 0.108645, 0.110902
2, 0.097215, 0.099030
3, 0.091263, 0.092792
4, 0.088060, 0.089313
5, 0.086003, 0.087071
6, 0.084676, 0.085638
7, 0.083821, 0.084719
8, 0.083102, 0.083924
9, 0.082514, 0.083343
10, 0.082124, 0.082861
11, 0.081586, 0.082425
12, 0.081260, 0.082115
13, 0.080916, 0.081760
14, 0.080611, 0.081422
15, 0.080433, 0.081247
16, 0.080208, 0.081032
17, 0.080056, 0.080846
18, 0.079824, 0.080675
19, 0.079619, 0.080466
20, 0.079563, 0.080365
21, 0.079408, 0.080246
22, 0.079267, 0.080076
23, 0.079120, 0.079969
24, 0.079023, 0.079840
25, 0.078940, 0.079775
26, 0.078815, 0.079648
27, 0.078760, 0.079581
28, 0.078676, 0.079495
29, 0.078605, 0.079448
30, 0.078492, 0.079332
31, 0.078412, 0.079296
32, 0.078362, 0.079227
33, 0.078317, 0.079200
34, 0.078244, 0.079147
35, 0.078228, 0.079104
36, 0.078162, 0.079045
37, 0.078107, 0.079005
38, 0.078047, 0.078963
39, 0.078025, 0.078911
40, 0.077986, 0.078901
41, 0.077959, 0.078886
42, 0.077921, 0.078858
43, 0.077886, 0.078826
44, 0.077849, 0.078798
45, 0.077820, 0.078793
46, 0.077805, 0.078768
47, 0.077782, 0.078746
48, 0.077759, 0.078739
49, 0.077742, 0.078724
50, 0.077717, 0.078697
51, 0.077710, 0.078685
52, 0.077692, 0.078671
53, 0.077666, 0.078661
54, 0.077662, 0.078661
55, 0.077645, 0.078655
56, 0.077640, 0.078639
57, 0.077625, 0.078633
58, 0.077610, 0.078614
59, 0.077602, 0.078613
60, 0.077597, 0.078604
61, 0.077585, 0.078593
62, 0.077575, 0.078597
63, 0.077566, 0.078592
64, 0.077563, 0.078593
65, 0.077556, 0.078583
66, 0.077552, 0.078584
67, 0.077546, 0.078584
68, 0.077539, 0.078566
69, 0.077531, 0.078566
70, 0.077528, 0.078561
71, 0.077520, 0.078549
72, 0.077516, 0.078549
73, 0.077514, 0.078551
74, 0.077510, 0.078550
75, 0.077506, 0.078551
76, 0.077503, 0.078544
77, 0.077501, 0.078549
78, 0.077498, 0.078546
79, 0.077495, 0.078537
80, 0.077493, 0.078541
81, 0.077491, 0.078534
82, 0.077488, 0.078536
83, 0.077485, 0.078529
84, 0.077483, 0.078526
85, 0.077481, 0.078524
86, 0.077480, 0.078528
87, 0.077477, 0.078526
88, 0.077476, 0.078521
89, 0.077475, 0.078524
90, 0.077473, 0.078523
91, 0.077472, 0.078522
92, 0.077471, 0.078519
93, 0.077469, 0.078519
94, 0.077468, 0.078517
95, 0.077467, 0.078516
96, 0.077466, 0.078516
97, 0.077465, 0.078516
98, 0.077464, 0.078514
99, 0.077464, 0.078514
100, 0.077463, 0.078512
101, 0.077462, 0.078514
102, 0.077461, 0.078513
103, 0.077460, 0.078513
104, 0.077460, 0.078512
105, 0.077460, 0.078513
106, 0.077459, 0.078512
107, 0.077459, 0.078512
108, 0.077458, 0.078510
109, 0.077458, 0.078511
110, 0.077457, 0.078510
111, 0.077457, 0.078508
112, 0.077456, 0.078508
113, 0.077456, 0.078507
114, 0.077456, 0.078506
115, 0.077455, 0.078507
116, 0.077455, 0.078507
117, 0.077455, 0.078507
118, 0.077455, 0.078506
119, 0.077455, 0.078507
120, 0.077454, 0.078506
121, 0.077454, 0.078506
122, 0.077454, 0.078507
123, 0.077454, 0.078506
124, 0.077454, 0.078506
125, 0.077454, 0.078506
126, 0.077454, 0.078506
127, 0.077454, 0.078506
128, 0.077454, 0.078505
129, 0.077453, 0.078505
130, 0.077453, 0.078505
131, 0.077453, 0.078505
132, 0.077453, 0.078504
133, 0.077453, 0.078504
134, 0.077453, 0.078504
135, 0.077453, 0.078504
136, 0.077453, 0.078504
137, 0.077453, 0.078504
138, 0.077453, 0.078504
139, 0.077453, 0.078504
140, 0.077453, 0.078504
141, 0.077453, 0.078504
142, 0.077453, 0.078504
