GYRO_DIFF, GYRO_X, GYRO_Y, GYRO_Z, ACC_DIFF, ACC_X, ACC_Y, ACC_Z, TOUCH_DOWN, TOUCH_X, TOUCH_Y, ID1, ID2 
779235355893670, -0.09098816, 0.24685669, -0.16848755, 779235355893670, -2.6725445, -1.0515437, 1.2917218, 0, 0, 0, -1, -1, 0, 0, 0
4943847, -0.114212036, 0.14912415, -0.09761047, 4943847, -2.1829567, -1.2656159, 1.1098909, 0, 0, 0, -1, -1, 0, 0, 0
4943848, -0.13375854, 0.064819336, -0.04019165, 4943848, -1.8480272, -1.3857603, 1.1272392, 0, 0, 0, -1, -1, 0, 0, 0
4943848, -0.14230347, -0.02923584, -0.019424438, 4943848, -1.49774, -1.484498, 1.1864209, 0, 0, 0, -1, -1, 0, 0, 0
7049560, -0.13986206, -0.08053589, 0.020874023, 7049560, -1.1476718, -1.624093, 1.211915, 0, 0, 0, -1, -1, 0, 0, 0
5035400, -0.15208435, -0.10620117, 0.05630493, 5035400, -0.826105, -1.7391586, 1.2119079, 0, 0, 0, -1, -1, 0, 0, 0
5035401, -0.16551208, -0.12452698, 0.081954956, 5035401, -0.46032962, -1.8203568, 1.2473049, 0, 0, 0, -1, -1, 0, 0, 0
5035400, -0.18263245, -0.16482544, 0.09051514, 5035400, -0.09087324, -1.8800378, 1.3120594, 0, 0, 0, -1, -1, 0, 0, 0
5004883, -0.18751526, -0.19415283, 0.08929443, 5004883, 0.22593078, -2.013318, 1.5888729, 0, 0, 0, -1, -1, 0, 0, 0
4943848, -0.1703949, -0.24304199, 0.07218933, 4943848, 0.12470138, -1.7918153, 1.6945906, 0, 0, 0, -1, -1, 0, 0, 0
4974365, -0.13864136, -0.24424744, 0.05142212, 4974365, -0.41624257, -1.2976894, 1.7901268, 0, 0, 0, -1, -1, 0, 0, 0
4943848, -0.089782715, -0.2137146, 0.030654907, 4943848, -0.8851659, -0.69919395, 1.8769126, 0, 0, 0, -1, -1, 0, 0, 0
