GYRO_DIFF, GYRO_X, GYRO_Y, GYRO_Z, ACC_DIFF, ACC_X, ACC_Y, ACC_Z, TOUCH_DOWN, TOUCH_X, TOUCH_Y, ID1, ID2 
66440155064898, -0.70526123, 0.008148193, -0.37452698, 66440155064898, -0.56921977, -1.5973492, 0.32601404, 0, 0, 0, -1, -1, 0, 0, 0
5035400, -0.71502686, 0.08509827, -0.39649963, 5035400, -0.5353596, -1.835516, 0.79831934, 0, 0, 0, -1, -1, 0, 0, 0
5035401, -0.69914246, 0.1620636, -0.41238403, 5035401, -0.6034426, -2.09734, 1.2824554, 0, 0, 0, -1, -1, 0, 0, 0
5035400, -0.64660645, 0.21702576, -0.43806458, 5035400, -0.48794526, -2.3739882, 1.6771975, 0, 0, 0, -1, -1, 0, 0, 0
4913330, -0.64660645, 0.21702576, -0.46492004, 4913330, -0.6026496, -2.712914, 2.0017529, 0, 0, 0, -1, -1, 0, 0, 0
4974366, -0.57818604, 0.24147034, -0.46492004, 4974366, -1.2670941, -2.6467547, 2.4421244, 0, 0, 0, -1, -1, 0, 0, 0
4943847, -0.47921753, 0.29400635, -0.4637146, 4943847, -1.9994674, -2.3949366, 2.6889763, 0, 0, 0, -1, -1, 0, 0, 0
4913330, -0.35461426, 0.36975098, -0.43315125, 4913330, -2.6448061, -2.0767431, 2.7616634, 0, 0, 0, -1, -1, 0, 0, 0
4943848, -0.21290588, 0.43450928, -0.3647461, 4943848, -3.0183125, -1.8923459, 2.632512, 0, 0, 0, -1, -1, 0, 0, 0
4974365, -0.091934204, 0.45283508, -0.27189636, 4974365, -2.8730552, -1.8405366, 2.065187, 0, 0, 0, -1, -1, 0, 0, 0
4943848, 0.030212402, 0.41618347, -0.17904663, 4943848, -2.450752, -1.8639307, 1.3680716, 0, 0, 0, -1, -1, 0, 0, 0
4943847, 0.10595703, 0.31356812, -0.0849762, 4943847, -2.0280216, -1.8088784, 0.6538029, 0, 0, 0, -1, -1, 0, 0, 0
4943848, 0.14138794, 0.18283081, -0.023895264, 4943848, -1.6628935, -1.6044908, 0.031522274, 0, 0, 0, -1, -1, 0, 0, 0
4943848, 0.13038635, 0.064315796, 0.012741089, 4943848, -1.4499921, -1.354291, -0.48254967, 0, 0, 0, -1, -1, 0, 0, 0
4943847, 0.09007263, -0.044387817, 0.023742676, 4943847, -1.2194585, -1.1083474, -0.88775253, 0, 0, 0, -1, -1, 0, 0, 0
4943848, 0.004562378, -0.115249634, 0.039627075, 4943848, -1.0499308, -0.883842, -0.94611025, 0, 0, 0, -1, -1, 0, 0, 0
