GYRO_DIFF, GYRO_X, GYRO_Y, GYRO_Z, ACC_DIFF, ACC_X, ACC_Y, ACC_Z, TOUCH_DOWN, TOUCH_X, TOUCH_Y 
4943848, -0.17710876, -0.41241455, -0.012664795, 4943848, -0.1398595, -0.42752314, 2.5618386, 0, 0, 0
4943848, -0.03540039, -0.25846863, -0.057861328, 4943848, 0.1611686, -0.6452217, 2.4183517, 0, 0, 0
4943847, 0.13439941, -0.0104522705, -0.09207153, 4943847, 0.4396691, -0.54859304, 2.054512, 0, 0, 0
7049561, 0.27612305, 0.2191925, -0.11528015, 7049561, 0.6838486, -0.27007627, -0.0047917366, 0, 0, 0
5035400, 0.36775208, 0.33650208, -0.14460754, 5035400, 0.4556121, -0.17948008, -1.2521377, 0, 0, 0
5035401, 0.3567505, 0.35237122, -0.16781616, 5035401, 0.18680897, -0.07854414, -2.0418773, 0, 0, 0
5035400, 0.28590393, 0.28884888, -0.17758179, 5035400, -0.08601722, -0.0029888153, -2.2633066, 0, 0, 0
5035400, 0.1783905, 0.18377686, -0.17637634, 5035400, -0.29582083, 0.21140432, -2.008912, 0, 0, 0
4974366, -0.12458801, -0.02267456, -0.14460754, 5035400, -0.29582083, 0.21140432, -2.008912, 0, 0, 0
4943847, -0.23820496, -0.09475708, -0.10551453, 4913330, -0.35781357, 0.35373735, -1.3947139, 0, 0, 0
4943848, -0.29930115, -0.12286377, -0.07008362, 4974366, -0.4341365, 0.33111286, -0.69274855, 0, 0, 0
4943848, -0.29930115, -0.12286377, -0.07008362, 4943848, -0.18031567, -0.0511117, 0.75558186, 0, 0, 0
4943847, -0.28341675, -0.12896729, -0.017547607, 4943848, -0.18031567, -0.0511117, 0.75558186, 0, 0, 0
4943847, -0.28341675, -0.12896729, -0.017547607, 4943847, -0.23069602, -0.12993813, 1.7243452, 0, 0, 0
4943848, -0.21376038, -0.124069214, 0.0044403076, 4943848, -0.2795421, -0.038345337, 1.8653922, 0, 0, 0
4943848, -0.11968994, -0.12651062, 0.030090332, 4943848, -0.22393787, 0.13131046, 1.8419218, 0, 0, 0
4943847, -0.012191772, -0.14483643, 0.048416138, 4943847, -0.09048176, 0.2272892, 1.6039672, 0, 0, 0
4943848, 0.1282959, -0.15707397, 0.06550598, 4943847, -0.09048176, 0.2272892, 1.6039672, 0, 0, 0
4943847, 0.15394592, -0.14483643, 0.05329895, 4943848, 0.011388093, 0.2487545, 1.1716771, 0, 0, 0
4943847, 0.15394592, -0.14483643, 0.05329895, 4943847, 0.048695475, 0.15414715, 0.2996068, 0, 0, 0
4943848, 0.1625061, -0.1179657, 0.049621582, 4943848, 0.012741804, 0.047194958, -0.10399294, 0, 0, 0
4943848, 0.14050293, -0.07521057, 0.038635254, 4943848, 0.03590226, -0.057463646, -0.2996869, 0, 0, 0
4943847, 0.14050293, -0.07521057, 0.034973145, 4943847, 0.120346874, -0.16347742, -0.5079398, 0, 0, 0
4943847, 0.06965637, 0.015197754, 0.038635254, 4943847, 0.120346874, -0.16347742, -0.5079398, 0, 0, 0
4943848, 0.023239136, 0.045715332, 0.050857544, 4943848, 0.14770195, -0.18189812, -0.6080103, 0, 0, 0
4943848, -0.009750366, 0.06893921, 0.047180176, 4943847, 0.18795365, -0.18798685, -0.5665798, 0, 0, 0
4943847, -0.028076172, 0.08482361, 0.030090332, 4943848, 0.26953134, -0.12722254, -0.37310982, 0, 0, 0
4943848, -0.031723022, 0.083602905, 0.006881714, 4943848, 0.40396217, 7.634163E-4, -0.2126832, 0, 0, 0
4943848, -0.031723022, 0.083602905, 0.006881714, 4943848, 0.46551862, 0.12577915, 0.18548107, 0, 0, 0
4943848, -0.034179688, 0.06283569, -0.0077819824, 4943848, 0.34199536, 0.09736967, 0.24043989, 0, 0, 0
7049560, -0.020751953, 0.035949707, -0.05419922, 7049560, 0.19908512, -0.018657207, 0.21572447, 0, 0, 0
5035401, -0.0048675537, 0.04206848, -0.061523438, 5035401, 0.051674545, -0.0903492, 0.24591923, 0, 0, 0
5035400, 0.009796143, 0.035949707, -0.05052185, 5035400, -0.008863598, -0.18271875, 0.14171743, 0, 0, 0
5035400, 0.0061187744, 0.03227234, -0.037094116, 5035400, -0.06296888, -0.24562883, 0.09684181, 0, 0, 0
5035401, 0.014678955, 0.026184082, -0.028549194, 5035401, -0.07507223, -0.24963903, 0.055561066, 0, 0, 0
4943848, 0.014678955, 0.026184082, -0.028549194, 4943848, -0.123351395, -0.18162155, 0.023773193, 0, 0, 0
4943847, 0.018341064, 0.026184082, -0.028549194, 4943847, -0.17909867, -0.16349459, 0.091824055, 0, 0, 0
4943848, 0.03666687, 0.02130127, -0.021224976, 4943848, -0.2105569, -0.18845177, 0.2272911, 0, 0, 0
4943848, 0.05987549, 0.010314941, -0.033432007, 4943848, -0.25248036, -0.18056583, 0.2942338, 0, 0, 0
4943847, 0.067214966, -0.019012451, -0.041992188, 4943847, -0.28044522, -0.16522598, 0.29644728, 0, 0, 0
4943848, 0.0818634, -0.032455444, -0.039535522, 4943848, -0.23779532, -0.16478777, 0.27204132, 0, 0, 0
4943847, 0.0818634, -0.03489685, -0.01876831, 4943847, -0.11657563, -0.17907763, 0.26329088, 0, 0, 0
4943848, 0.09164429, -0.030014038, -4.5776367E-4, 4943848, 0.039274782, -0.12940359, 0.11695051, 0, 0, 0
4943848, 0.0953064, -0.032455444, -0.00289917, 4943848, 0.1910165, -0.058081627, -0.07284546, 0, 0, 0
4943847, 0.0953064, -0.021453857, 0.014205933, 4943847, 0.21253282, -0.07426643, -0.14552546, 0, 0, 0
4913331, 0.083099365, -0.017791748, 0.0044403076, 4913331, 0.17886731, -0.06845999, -0.14671516, 0, 0, 0
4943847, 0.0818634, -0.015335083, 0.00932312, 4943847, 0.13218945, -0.01658392, -0.18963957, 0, 0, 0
4974365, 0.06477356, -0.012893677, 0.006881714, 4974365, 0.11312127, -0.063088894, -0.2677412, 0, 0, 0
4974366, 0.04888916, -0.008010864, -0.0041046143, 4974366, 0.123668164, -0.042271137, -0.32255268, 0, 0, 0
4913330, 0.039108276, 0.0066375732, -0.010223389, 4913330, 0.17910075, -0.024605751, -0.4078989, 0, 0, 0
4913330, 0.013442993, 0.022506714, -0.005340576, 4913330, 0.17119879, -0.10761881, -0.41944742, 0, 0, 0
4974365, -0.028076172, 0.038391113, -4.5776367E-4, 4974365, 0.16224244, -0.11206913, -0.25899792, 0, 0, 0
4943848, -0.040283203, 0.03227234, -4.5776367E-4, 4943848, 0.1527305, -0.13032818, -0.18415737, 0, 0, 0
4943847, -0.045166016, 0.0335083, 0.0032043457, 4943847, 0.05950111, -0.15900135, -0.019758224, 0, 0, 0
4943848, -0.0390625, 0.034729004, -0.017547607, 4943848, -0.039346635, -0.13733387, 0.13272238, 0, 0, 0
4943848, -0.032958984, 0.04206848, -0.016311646, 4943848, -0.053048342, -0.15029383, 0.15088367, 0, 0, 0
4943847, -0.02684021, 0.045715332, -0.0077819824, 4943847, -0.09893677, -0.21420813, 0.20631266, 0, 0, 0
7049561, -0.015838623, 0.028625488, -0.00289917, 7049561, -0.087040275, -0.20018959, 0.28165722, 0, 0, 0
5004883, 0.02079773, 0.013961792, 7.6293945E-4, 5004883, -0.08086404, -0.22049093, 0.21487856, 0, 0, 0
5035400, 0.04032898, 0.0090789795, 0.011764526, 5004883, -0.08086404, -0.22049093, 0.21487856, 0, 0, 0
5004883, 0.042770386, 0.020065308, 0.014205933, 5065918, -0.059259593, -0.18403244, 0.10636568, 0, 0, 0
4974365, 0.04032898, 0.022506714, 0.00932312, 5035400, 0.041642785, -0.11205053, -0.00309515, 0, 0, 0
4974365, 0.04032898, 0.022506714, 0.00932312, 4974365, 0.062549025, -0.05518198, -0.1856761, 0, 0, 0
4943848, 0.03666687, 0.016403198, 0.008087158, 4943848, 0.0434058, -0.0593462, -0.20257378, 0, 0, 0
4943847, 0.023239136, 0.017623901, -4.5776367E-4, 4943847, -0.002823323, -0.11336708, -0.12135553, 0, 0, 0
4943848, 0.0012359619, -0.0019073486, -0.011428833, 4943848, -0.057810992, -0.098425865, -0.08524752, 0, 0, 0
4943847, -0.029281616, -0.02267456, -0.015106201, 4943848, -0.057810992, -0.098425865, -0.08524752, 0, 0, 0
4943848, -0.048843384, -0.021453857, -0.008987427, 4943848, -0.076491386, -0.08752632, -0.044414997, 0, 0, 0
4943848, -0.0708313, 5.493164E-4, 0.0032043457, 4943847, -0.05816084, 0.0036716461, 0.02919674, 0, 0, 0
4943847, -0.06593323, 0.023742676, 0.020324707, 4943848, -0.08550906, -0.0019636154, 0.06815052, 0, 0, 0
4943847, -0.06593323, 0.023742676, 0.020324707, 4943847, -0.1914658, -0.047465324, 0.1520133, 0, 0, 0
4913330, -0.024398804, 0.046951294, 0.058181763, 4943847, -0.1914658, -0.047465324, 0.1520133, 0, 0, 0
4913330, -0.024398804, 0.046951294, 0.058181763, 4913330, -0.00549376, -0.17161608, 0.04109907, 0, 0, 0
4974365, -0.00730896, 0.043273926, 0.06550598, 4974365, 0.103666544, -0.12487745, -0.019692421, 0, 0, 0
4943848, -0.008514404, 0.029830933, 0.06674194, 4974365, 0.103666544, -0.12487745, -0.019692421, 0, 0, 0
4943847, 0.0036773682, 0.028625488, 0.063064575, 4943848, 0.06194687, -0.10324001, -0.047874928, 0, 0, 0
4913330, 0.0158844, 0.03227234, 0.08628845, 4943848, -0.17833218, -0.061798096, -0.05571127, 0, 0, 0
4974366, 0.0317688, 0.046951294, 0.119262695, 4943847, -0.23563272, -0.11380005, -0.08208847, 0, 0, 0
4943847, 0.03666687, 0.054275513, 0.13148499, 4913330, -0.102487475, -0.14645863, -0.3114853, 0, 0, 0
4943848, 0.04032898, 0.026184082, 0.119262695, 4974366, 0.061949044, -0.19752693, -0.39661646, 0, 0, 0
4943848, 0.02079773, -0.0043640137, 0.09605408, 4943847, 0.21790582, -0.2019968, -0.38811874, 0, 0, 0
4943847, -0.008514404, -0.023895264, 0.08016968, 4943848, 0.22955069, -0.0992136, -0.4069276, 0, 0, 0
4943847, -0.008514404, -0.023895264, 0.08016968, 4943847, 0.19482195, -0.0025763512, -0.4572835, 0, 0, 0
4943848, -0.045166016, -0.014129639, 0.06550598, 4943848, 0.26378208, 0.07538223, -0.42662573, 0, 0, 0
7049560, -0.13435364, 0.027389526, 0.07040405, 7049560, 0.30262125, 0.09064484, -0.3514676, 0, 0, 0
5035401, -0.13435364, 0.07992554, 0.06918335, 5035401, 0.30087155, 0.09418535, -0.26914597, 0, 0, 0
5035400, -0.14413452, 0.22654724, 0.06918335, 5035400, 0.5689449, -0.07950783, -0.29902983, 0, 0, 0
5035401, -0.13435364, 0.3132782, 0.05329895, 5035401, 0.44392014, -0.17042542, -0.12638807, 0, 0, 0
5004882, -0.15513611, 0.2191925, 0.02520752, 5004882, 0.05981967, -0.14892673, 0.48282146, 1, 956, 1149
4943848, -0.15757751, 0.0652771, 0.00932312, 4943848, -0.36114335, 0.0094714165, 0.87345266, 0, 0, 0
4974365, -0.12825012, -0.037338257, 0.00932312, 4974365, -0.4758033, 0.05215168, 1.0193892, 0, 0, 0
4943848, -0.09648132, -0.08131409, 0.02885437, 4943848, -0.2840697, -0.057891846, 1.0564656, 0, 0, 0
4943848, -0.0708313, -0.10820007, 0.04473877, 4943848, -0.072576374, -0.124884605, 1.047854, 0, 0, 0
4669190, -0.031723022, -0.182724, 0.03375244, 4943848, -0.072576374, -0.124884605, 1.047854, 0, 0, 0
4669190, -0.031723022, -0.182724, 0.03375244, 4669190, -0.0358828, -0.012691021, 0.89501905, 0, 0, 0
4943848, 0.018341064, -0.16560364, 0.014205933, 4943848, 0.15672988, -0.17895794, 0.7775569, 0, 0, 0
4943847, 0.05255127, -0.09719849, -0.011428833, 4943847, 0.21740028, -0.35492373, 0.56020737, 0, 0, 0
4943848, 0.0818634, -0.027572632, -0.055419922, 4943848, 0.2565527, -0.39237976, 0.3224206, 0, 0, 0
4943848, 0.10630798, 0.004196167, -0.088409424, 4943848, 0.19232103, -0.34089518, 0.1030345, 0, 0, 0
4943847, 0.11973572, 0.0066375732, -0.10551453, 4943847, 0.080595165, -0.23263836, 0.047288418, 0, 0, 0
4943848, 0.122177124, -0.012893677, -0.11894226, 4943848, -0.17220905, -0.14409447, 0.060275555, 0, 0, 0
4943848, 0.10508728, -0.030014038, -0.11772156, 4943848, -0.27366686, -0.02611351, -0.088186264, 0, 0, 0
4943847, 0.08920288, -0.04710388, -0.100616455, 4943847, -0.21333253, 0.062253, -0.21626806, 0, 0, 0
4943848, 0.07331848, -0.08621216, -0.063964844, 4943848, -0.109087884, 0.05259943, -0.28841782, 0, 0, 0
4943847, 0.023239136, -0.1191864, -0.021224976, 4943847, 0.031676263, 0.0815835, -0.20286655, 0, 0, 0
4913331, 1.5258789E-5, -0.1338501, 0.0019989014, 4913331, 0.10863149, 0.14876604, -0.04164219, 0, 0, 0
4974365, -0.028076172, -0.13018799, 0.020324707, 4974365, 0.18408704, 0.24030113, 0.049410343, 0, 0, 0
4943847, -0.056167603, -0.116744995, 0.030090332, 4943847, 0.25688475, 0.24482346, 0.1502161, 0, 0, 0
4943848, -0.069610596, -0.09109497, 0.03741455, 4943848, 0.33114105, 0.2597065, 0.21467304, 0, 0, 0
4943848, -0.069610596, -0.05444336, 0.039855957, 4943848, 0.36015534, 0.19832182, 0.24142551, 0, 0, 0
4943847, -0.06593323, -0.017791748, 0.023971558, 4943847, 0.14214057, 0.08188963, 0.4189229, 0, 0, 0
7049561, -0.04396057, 0.004196167, 0.014205933, 7049561, -0.18877882, -0.05382967, 0.47722006, 0, 0, 0
5035401, 0.025680542, 0.031066895, 0.03253174, 7049561, -0.18877882, -0.05382967, 0.47722006, 0, 0, 0
5035400, 0.0476532, 0.04815674, 0.034973145, 5035400, -0.22144163, -0.085727215, 0.385427, 0, 0, 0
5035400, 0.0476532, 0.04815674, 0.034973145, 5035400, -0.07247347, -0.12438154, 0.113880634, 0, 0, 0
5035401, 0.06965637, 0.04815674, 0.027648926, 5035401, 0.055467874, -0.13008976, 0.04352951, 0, 0, 0
4943847, 0.08554077, 0.045715332, 0.030090332, 4943847, 0.115159154, -0.029757977, -0.024709225, 0, 0, 0
4943847, 0.062332153, 0.04815674, 0.019088745, 4943847, 0.115159154, -0.029757977, -0.024709225, 0, 0, 0
4943847, 0.062332153, 0.04815674, 0.019088745, 4943847, 0.15319255, 0.096272945, -0.105588436, 0, 0, 0
4943848, 0.045211792, 0.0335083, 0.014205933, 4943847, 0.15319255, 0.096272945, -0.105588436, 0, 0, 0
4943848, 0.045211792, 0.0335083, 0.014205933, 4943848, 0.14090571, 0.09643698, 0.02205515, 0, 0, 0
4943848, 0.035446167, -0.023895264, 0.006881714, 4943848, 0.14090571, 0.09643698, 0.02205515, 0, 0, 0
4943848, 0.035446167, -0.023895264, 0.006881714, 4943848, 0.27089462, 0.1132884, -0.0015263557, 0, 0, 0
4913330, 0.022003174, -0.04222107, -0.010223389, 4943848, 0.27089462, 0.1132884, -0.0015263557, 0, 0, 0
4913330, 0.022003174, -0.04222107, -0.010223389, 4913330, 0.22202995, 0.028195858, -0.07616854, 0, 0, 0
4943848, -0.0011901855, -0.049545288, -0.024871826, 4913330, 0.22202995, 0.028195858, -0.07616854, 0, 0, 0
4943848, -0.0011901855, -0.049545288, -0.024871826, 4943848, 0.054243714, -0.09446859, -0.0702281, 0, 0, 0
4943847, -0.00730896, -0.039779663, -0.019989014, 4943847, 0.030378759, -0.08825874, -0.06124735, 0, 0, 0
4943848, -0.00730896, -0.04222107, -0.02243042, 4943848, 0.04482475, -0.06698799, -0.0971818, 0, 0, 0
4974365, -0.019515991, -0.012893677, -0.032196045, 4943848, 0.04482475, -0.06698799, -0.0971818, 0, 0, 0
4943848, -0.020751953, 0.010314941, -0.024871826, 4913330, 0.029133648, -0.082167625, -0.038438797, 0, 0, 0
4943848, -0.029281616, 0.010314941, -0.035873413, 4974365, 0.0060832202, -0.040486336, 0.050674915, 0, 0, 0
4943847, -0.018295288, 0.013961792, -0.027313232, 4943848, -0.087004274, 0.011359692, 0.1042881, 0, 0, 0
4943848, -0.021957397, 0.028625488, -0.024871826, 4943848, -0.058818817, -0.024130821, 0.24485254, 0, 0, 0
4943848, 0.0061187744, 0.03227234, -0.02243042, 4943847, -0.16338283, -0.055106163, 0.2794881, 0, 0, 0
4943847, 0.037887573, 0.02494812, -0.011428833, 4943848, -0.1528016, -0.1425829, 0.46300983, 0, 0, 0
4943848, 0.057434082, 0.007873535, -0.0041046143, 4943848, -0.051434517, -0.16067266, 0.58719206, 0, 0, 0
4943848, 0.057434082, 0.007873535, -0.0041046143, 4943848, 0.09708476, -0.13389397, 0.48946905, 0, 0, 0
7049561, 0.07698059, 0.012756348, -4.5776367E-4, 7049561, 0.23405868, -0.04966402, 0.21818113, 0, 0, 0
5035400, 0.08920288, 0.026184082, 0.010528564, 5035400, 0.3411918, 0.0330348, -0.07800865, 0, 0, 0
5035400, 0.0953064, 0.045715332, 0.012969971, 5035400, 0.381589, 0.023946285, -0.29402065, 0, 0, 0
5035401, 0.079422, 0.06283569, 0.012969971, 5035401, 0.35818753, 0.013211727, -0.4127488, 0, 0, 0
5035400, 0.053771973, 0.04815674, -0.001663208, 5035400, 0.23021713, -0.02614069, -0.39830828, 0, 0, 0
4943848, 0.025680542, 0.0335083, -0.024871826, 4943848, 0.06416783, -0.042132854, -0.28936243, 0, 0, 0
4943847, -0.009750366, 0.027389526, -0.027313232, 4943847, -0.00979805, -0.109538555, -0.20606613, 0, 0, 0
4943848, -0.02319336, 0.028625488, -0.01876831, 4943848, -0.06783095, -0.17670488, -0.09075785, 0, 0, 0
4943848, -0.0390625, 0.02130127, -0.012664795, 4943848, -0.11573896, -0.18277788, 0.043420315, 0, 0, 0
4943847, -0.046401978, 0.012756348, -0.008987427, 4943847, -0.13892463, -0.19238329, 0.15525675, 0, 0, 0
4943848, -0.053726196, 0.012756348, -0.012664795, 4943848, -0.1231243, -0.20179844, 0.36753464, 0, 0, 0
4943848, -0.0390625, 0.0017547607, -0.008987427, 4943848, -0.08056021, -0.1704402, 0.47449207, 0, 0, 0
4943847, -0.0036315918, -0.008010864, -0.005340576, 4943847, -0.03783387, -0.12574863, 0.4161625, 0, 0, 0
4943848, 0.0158844, 0.016403198, 0.0032043457, 4943848, -0.024365604, -0.19500542, 0.39552116, 0, 0, 0
4943848, 0.03666687, 0.015197754, 0.0044403076, 4943848, 0.026160538, -0.16969776, 0.4125228, 0, 0, 0
4943847, 0.046447754, 0.005432129, 0.0044403076, 4943847, 0.07385436, -0.15415812, 0.36150932, 0, 0, 0
4943848, 0.058654785, -0.0019073486, -0.0041046143, 4943848, 0.057374477, -0.12041712, 0.2637658, 0, 0, 0
4943848, 0.06109619, -0.0019073486, -0.012664795, 4943848, 0.050646156, -0.14009428, 0.26063013, 0, 0, 0
4943847, 0.07698059, 0.016403198, -0.0077819824, 4943847, 0.066091806, -0.13829803, 0.23644352, 0, 0, 0
4943848, 0.06965637, 0.020065308, 0.0019989014, 4943848, 0.12370941, -0.092868805, 0.13077116, 0, 0, 0
4943848, 0.067214966, 0.045715332, 0.012969971, 4943848, 0.12309736, -0.13238668, 0.12786293, 0, 0, 0
4943847, 0.06843567, 0.039627075, 0.005645752, 4943847, 0.028100401, -0.08876562, 0.055088043, 0, 0, 0
4943848, 0.058654785, 0.04206848, 0.005645752, 4943848, 0.060566217, -0.09992027, 0.011151314, 0, 0, 0
4943848, 0.05255127, 0.05671692, 0.006881714, 4943848, 0.047366172, -0.12241459, 0.025844574, 0, 0, 0
4943847, 0.05621338, 0.0652771, 0.008087158, 4943847, 0.013775229, -0.11945152, -0.05515051, 0, 0, 0
4943848, 0.062332153, 0.07992554, 0.019088745, 4943848, 0.0048266053, -0.13915348, -0.06581354, 0, 0, 0
4943848, 0.06477356, 0.07992554, 0.017868042, 4943848, -0.03041637, -0.12689447, -0.015326977, 0, 0, 0
7049560, 0.06109619, 0.054275513, 0.00932312, 7049560, -0.06343818, -0.09221125, -0.1211524, 0, 0, 0
5035400, 0.053771973, 0.039627075, 0.010528564, 5035400, -0.13484186, -0.08170557, -0.19688082, 0, 0, 0
5035401, 0.023239136, 0.027389526, 0.020324707, 5035401, -0.18874002, -0.069293976, -0.17496777, 0, 0, 0
5035400, 1.5258789E-5, 0.016403198, 0.031295776, 5035401, -0.18874002, -0.069293976, -0.17496777, 0, 0, 0
4974365, -0.019515991, 0.035949707, 0.043533325, 5004883, -0.20248127, -0.012316227, -0.18240261, 0, 0, 0
4943848, -0.032958984, 0.06404114, 0.06062317, 5035400, -0.095121294, -0.07004595, -0.22372293, 0, 0, 0
4943848, -0.032958984, 0.06404114, 0.06062317, 4943848, -0.008650422, -0.14923954, -0.43806934, 0, 0, 0
4943848, -0.040283203, 0.0811615, 0.07284546, 4943848, -0.017442554, -0.17445612, -0.33084202, 0, 0, 0
4943847, -0.047607422, 0.0811615, 0.08262634, 4943847, -0.09079954, -0.1555686, -0.1815381, 0, 0, 0
4943848, -0.037841797, 0.050613403, 0.08628845, 4943848, -0.022135705, -0.1728344, -0.14909315, 0, 0, 0
4943847, -0.034179688, 0.045715332, 0.10827637, 4943848, -0.022135705, -0.1728344, -0.14909315, 0, 0, 0
4943847, -0.034179688, 0.045715332, 0.10827637, 4943847, 0.35826316, -0.20159388, -0.18661213, 0, 0, 0
4943848, 0.009796143, 0.045715332, 0.09971619, 4943848, 0.41418487, -0.13790798, -0.22911692, 0, 0, 0
4943848, 0.009796143, 0.13735962, 0.09971619, 4943848, 0.87790346, 0.012774944, -0.86594534, 0, 0, 0
4943847, 0.114852905, 0.50997925, 0.05696106, 4943847, 0.8612424, -0.0798502, -1.5027366, 0, 0, 0
4943848, 0.1307373, 0.6077118, 0.017868042, 4943848, 0.51066875, 0.022861958, -1.3669777, 0, 0, 0
4913330, 0.058654785, 0.51730347, -0.040756226, 4913330, -0.023090124, 0.17763329, -1.1916785, 1, 938, 1118
4913330, -0.14657593, 0.1984253, -0.11039734, 4913330, -0.023090124, 0.17763329, -1.1916785, 0, 0, 0
4974365, -0.22476196, 0.10681152, -0.07862854, 4974365, -0.59002686, 0.12837887, -0.9592905, 0, 0, 0
4974365, -0.22476196, 0.10681152, -0.07862854, 4974365, -0.50038004, 0.10216999, 0.46048737, 0, 0, 0
4943848, -0.25776672, -0.1179657, -0.01876831, 4974365, -0.50038004, 0.10216999, 0.46048737, 0, 0, 0
4943847, -0.23332214, -0.2303772, -0.0065460205, 4943848, -0.3396563, 0.049889565, 0.8580551, 0, 0, 0
4943847, -0.23332214, -0.2303772, -0.0065460205, 4943847, -0.21027493, -0.09186602, 1.7544293, 0, 0, 0
4943848, -0.17710876, -0.29756165, -0.013870239, 4943848, -0.14553958, -0.10096407, 1.932056, 0, 0, 0
4943848, -0.12702942, -0.31710815, -0.01876831, 4943848, -0.14474595, -0.13974476, 1.8459725, 0, 0, 0
4943847, -0.052505493, -0.30978394, -0.029754639, 4943847, -0.15184617, -0.23871088, 1.573823, 0, 0, 0
7049561, 0.08554077, -0.2694702, -0.01876831, 4943847, -0.15184617, -0.23871088, 1.573823, 0, 0, 0
7049561, 0.08554077, -0.2694702, -0.01876831, 7049561, -0.07472476, -0.49400282, 0.97152185, 0, 0, 0
5035400, 0.114852905, -0.26579285, -0.005340576, 5035400, 0.09654999, -0.59251595, 0.81425905, 0, 0, 0
5035400, 0.16494751, -0.22305298, -0.012664795, 5035400, 0.14875636, -0.6140022, 0.5853677, 0, 0, 0
5035401, 0.20892334, -0.12042236, -0.03465271, 5035401, -0.028545797, -0.19210291, 0.15066576, 0, 0, 0
5035400, 0.24069214, 0.005432129, -0.024871826, 5035400, 0.019882977, 0.0872097, -0.24888325, 0, 0, 0
4943848, 0.23701477, 0.08970642, -0.0077819824, 4943848, 0.1751715, 0.2616892, -0.668736, 0, 0, 0
4943847, 0.19059753, 0.10437012, 0.006881714, 4943847, 0.35792458, 0.2784338, -1.0508714, 0, 0, 0
4943848, 0.12463379, 0.067718506, 0.012969971, 4943848, 0.4439107, 0.27338743, -1.2065897, 0, 0, 0
4943848, 0.054992676, 0.0029907227, 0.0044403076, 4943848, 0.42346695, 0.24762487, -0.9738159, 0, 0, 0
4943847, -0.031723022, -0.031219482, -0.0065460205, 4943847, 0.43174753, 0.21271801, -0.6574578, 0, 0, 0
4943848, -0.09892273, -0.027572632, -0.0077819824, 4943848, 0.3199205, 0.11312199, -0.31713915, 0, 0, 0
4943848, -0.12580872, -0.021453857, -0.010223389, 4943848, 0.12908855, 0.0394063, 0.06478119, 0, 0, 0
4943847, -0.14289856, -0.028778076, -0.012664795, 4943847, -0.03332019, -0.045320988, 0.2435131, 0, 0, 0
4943848, -0.13191223, -0.039779663, 7.6293945E-4, 4943848, -0.17488724, -0.070487976, 0.4852481, 0, 0, 0
4943848, -0.11114502, -0.07521057, 0.010528564, 4943848, -0.29542544, -0.060017586, 0.59344196, 0, 0, 0
4943847, -0.076934814, -0.07154846, 0.019088745, 4943847, -0.35158172, -0.09238005, 0.61480236, 0, 0, 0
4943848, -0.06838989, -0.104537964, 0.023971558, 4943848, -0.29997918, -0.04174471, 0.71322155, 0, 0, 0
4943848, -0.05128479, -0.14607239, 0.026412964, 4943848, -0.18129641, 0.04822874, 0.7956085, 0, 0, 0
4943847, -0.025634766, -0.17539978, 0.026412964, 4943847, -0.018645316, 0.021508694, 0.7528238, 0, 0, 0
4943848, -0.019515991, -0.17416382, 0.026412964, 4943848, 0.11443424, -0.012477875, 0.6567502, 0, 0, 0
4943848, -0.006072998, -0.12774658, 0.03253174, 4943848, 0.2445153, -0.027840137, 0.506649, 0, 0, 0
4943847, 0.0317688, -0.06542969, 0.027648926, 4943847, 0.322567, -0.10245705, 0.28259945, 0, 0, 0
4943848, 0.04888916, -0.02633667, 0.010528564, 4943848, 0.29360232, -0.23989058, 0.27065182, 0, 0, 0
4943848, 0.07575989, 0.0029907227, -0.00289917, 4943848, 0.20938483, -0.24554157, 0.14788246, 0, 0, 0
4943847, 0.07575989, 0.0029907227, -4.5776367E-4, 4943847, 0.16236952, -0.27806568, 0.011010647, 0, 0, 0
4943848, 0.08430481, 0.017623901, -4.5776367E-4, 4943848, 0.05462542, -0.26603127, -0.13869715, 0, 0, 0
4943848, 0.074539185, 0.029830933, -0.005340576, 4943848, -9.961426E-4, -0.20759487, -0.17819166, 0, 0, 0
7049560, 0.06477356, 0.03227234, 0.015411377, 7049560, 0.043024927, -0.055514812, -0.27924633, 0, 0, 0
5035401, 0.042770386, 0.026184082, 0.023971558, 5035401, 0.13701597, -0.037421227, -0.3560052, 0, 0, 0
5035400, 0.025680542, 0.016403198, 0.02885437, 5035400, 0.21502605, -0.055356503, -0.31092453, 0, 0, 0
5035400, 0.018341064, 0.026184082, 0.021530151, 5035400, 0.34329733, -0.030408382, -0.24745417, 0, 0, 0
5035401, 0.0012359619, 0.039627075, 0.014205933, 5035401, 0.4124704, 0.014721394, -0.27656794, 0, 0, 0
4943847, -0.014633179, 0.046951294, 0.006881714, 4943847, 0.37867892, 0.047388554, -0.33950186, 0, 0, 0
4943848, -0.028076172, 0.044509888, -0.0065460205, 4943848, 0.26676622, -0.009736061, -0.27020788, 0, 0, 0
4913330, -0.0390625, 0.034729004, -0.027313232, 4913330, 0.07902601, -0.07862091, -0.15788126, 0, 0, 0
4974365, -0.04396057, 0.011520386, -0.03831482, 4974365, -0.074260086, -0.09148407, -0.10023546, 0, 0, 0
4943848, -0.0390625, -0.0104522705, -0.03831482, 4943848, -0.17383587, -0.13620996, 0.06292486, 0, 0, 0
4943848, -0.0390625, -0.0104522705, -0.0309906, 4943848, -0.24692601, -0.1335764, 0.29995108, 0, 0, 0
